Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
5.1,3810,20.4,134.8,306
5.1,3810,20.4,134.8,306
5.1,3810,20.4,134.8,306
5.1,3810,20.4,134.8,306
5.1,3810,20.4,134.8,306
5.1,3810,20.4,134.8,306
5.11,3810,20.4,134.8,307
5.11,3810,20.4,134.9,307
5.11,3810,20.4,134.9,307
5.11,3810,20.4,134.9,307
5.11,3810,20.4,134.8,307
5.11,3810,20.4,134.9,307
5.11,3810,20.4,134.9,307
5.11,3820,20.5,134.9,307
5.11,3820,20.5,134.9,307
5.12,3820,20.5,134.9,307
5.12,3810,20.5,134.9,307
5.12,3820,20.5,134.9,307
5.12,3820,20.5,134.9,307
5.12,3820,20.5,135,307
5.12,3820,20.5,135,307
5.12,3820,20.5,135,307
5.12,3820,20.5,135,308
5.12,3820,20.5,135,308
5.12,3820,20.5,135,308
5.13,3820,20.5,135,308
5.13,3820,20.5,135,308
5.13,3820,20.5,135,308
5.13,3820,20.5,135,308
5.13,3820,20.5,135,308
5.13,3820,20.5,135,308
5.13,3820,20.5,135.1,308
5.13,3820,20.5,135.1,308
5.13,3820,20.5,135.1,308
5.14,3820,20.5,135.1,308
5.14,3820,20.5,135.1,308
5.14,3820,20.5,135.1,308
5.14,3820,20.6,135.2,308
5.14,3820,20.6,135.2,309
5.14,3820,20.6,135.2,309
5.14,3820,20.6,135.2,309
5.14,3820,20.6,135.2,309
5.14,3820,20.6,135.2,309
5.14,3820,20.6,135.2,309
5.15,3820,20.6,135.2,309
5.15,3820,20.6,135.2,309
5.15,3820,20.6,135.2,309
5.15,3820,20.6,135.2,309
5.15,3820,20.6,135.2,309
5.15,3820,20.6,135.3,309
5.15,3820,20.6,135.3,309
5.15,3820,20.6,135.3,309
5.15,3820,20.6,135.3,309
5.16,3820,20.6,135.3,309
5.16,3820,20.6,135.3,310
5.16,3820,20.6,135.3,310
5.16,3830,20.6,135.3,310
5.16,3830,20.6,135.3,310
5.16,3830,20.6,135.3,310
5.16,3830,20.6,135.3,310
5.16,3830,20.6,135.3,310
5.16,3830,20.7,135.3,310
5.16,3830,20.7,135.4,310
5.16,3830,20.7,135.4,310
5.17,3830,20.7,135.4,310
5.17,3830,20.7,135.4,310
5.17,3830,20.7,135.4,310
5.17,3830,20.7,135.5,310
5.17,3830,20.7,135.5,310
5.17,3830,20.7,135.5,310
5.17,3830,20.7,135.5,311
5.17,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.5,311
5.18,3830,20.7,135.6,311
5.18,3840,20.7,135.6,311
5.18,3840,20.7,135.6,311
5.18,3830,20.7,135.6,311
5.19,3830,20.7,135.6,311
5.19,3830,20.7,135.6,311
5.19,3830,20.8,135.6,311
5.19,3830,20.8,135.6,312
5.19,3840,20.8,135.6,312
5.19,3840,20.8,135.6,312
5.19,3840,20.8,135.6,312
5.19,3840,20.8,135.6,312
5.19,3840,20.8,135.6,312
5.2,3840,20.8,135.7,312
5.2,3840,20.8,135.8,312
5.2,3840,20.8,135.7,312
5.2,3840,20.8,135.7,312
5.2,3840,20.8,135.7,312
5.2,3840,20.8,135.7,312
5.2,3840,20.8,135.8,312
5.2,3840,20.8,135.8,312
5.2,3840,20.8,135.8,312
5.2,3840,20.8,135.8,312
5.21,3840,20.8,135.8,313
5.21,3840,20.8,135.8,313
5.21,3840,20.8,135.8,313
5.21,3840,20.8,135.9,313
5.21,3840,20.8,135.9,313
5.21,3840,20.8,135.8,313
5.21,3840,20.8,135.8,313
5.21,3840,20.9,135.8,313
5.21,3840,20.9,135.9,313
5.22,3840,20.9,135.9,313
5.22,3840,20.9,135.9,313
5.22,3840,20.9,135.9,313
5.22,3840,20.9,135.9,313
5.22,3840,20.9,135.9,313
5.22,3840,20.9,135.9,313
5.22,3840,20.9,136,313
5.22,3840,20.9,135.9,314
5.22,3840,20.9,135.9,314
5.22,3840,20.9,135.9,314
5.23,3840,20.9,135.9,314
5.23,3840,20.9,136,314
5.23,3840,20.9,136,314
5.23,3850,20.9,136,314
5.23,3850,20.9,136,314
5.23,3840,20.9,136,314
5.23,3840,20.9,136,314
5.23,3850,20.9,136,314
5.23,3850,20.9,136,314
5.24,3850,20.9,136.1,314
5.24,3850,20.9,136.1,314
5.24,3850,20.9,136,314
5.24,3850,21,136,314
5.24,3850,21,136.1,315
5.24,3850,21,136.1,315
5.24,3850,21,136.2,315
5.24,3850,21,136.2,315
5.24,3850,21,136.1,315
5.24,3850,21,136.1,315
5.25,3850,21,136.1,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.25,3850,21,136.2,315
5.26,3850,21,136.2,315
5.26,3850,21,136.2,316
5.26,3850,21,136.2,316
5.26,3850,21,136.2,316
5.26,3850,21,136.3,316
5.26,3860,21,136.3,316
5.26,3850,21,136.3,316
5.26,3850,21,136.3,316
5.26,3850,21.1,136.3,316
5.26,3850,21.1,136.3,316
5.26,3860,21.1,136.3,316
5.27,3860,21.1,136.4,316
5.27,3860,21.1,136.4,316
5.27,3860,21.1,136.4,316
5.27,3860,21.1,136.3,316
5.27,3860,21.1,136.4,316
5.27,3860,21.1,136.4,316
5.27,3860,21.1,136.5,317
5.27,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.4,317
5.28,3860,21.1,136.4,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.28,3860,21.1,136.5,317
5.29,3860,21.1,136.6,317
5.29,3860,21.1,136.6,317
5.29,3860,21.2,136.5,317
5.29,3860,21.2,136.5,318
5.29,3860,21.2,136.5,318
5.29,3860,21.2,136.6,318
5.29,3860,21.2,136.6,318
5.29,3860,21.2,136.6,318
5.29,3860,21.2,136.6,318
5.3,3860,21.2,136.6,318
5.3,3860,21.2,136.6,318
5.3,3860,21.2,136.6,318
5.3,3860,21.2,136.7,318
5.3,3860,21.2,136.7,318
5.3,3860,21.2,136.6,318
5.3,3860,21.2,136.6,318
5.3,3860,21.2,136.7,318
5.3,3870,21.2,136.8,318
5.3,3870,21.2,136.8,318
5.31,3870,21.2,136.8,319
5.31,3870,21.2,136.8,319
5.31,3870,21.2,136.8,319
5.31,3870,21.2,136.8,319
5.31,3870,21.2,136.8,319
5.31,3870,21.2,136.9,319
5.31,3870,21.2,136.9,319
5.31,3870,21.3,136.9,319
5.31,3870,21.3,136.8,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,319
5.32,3870,21.3,136.9,320
5.32,3870,21.3,137,320
5.32,3870,21.3,137,320
5.33,3870,21.3,137,320
5.33,3870,21.3,137,320
5.33,3870,21.3,137,320
5.33,3870,21.3,137,320
5.33,3880,21.3,137,320
5.33,3880,21.3,137,320
5.33,3880,21.3,137,320
5.33,3880,21.3,137,320
5.33,3880,21.3,137,320
5.34,3880,21.3,137,320
5.34,3880,21.3,137,320
5.34,3880,21.3,137.1,320
5.34,3880,21.4,137.1,320
5.34,3880,21.4,137.1,321
5.34,3880,21.4,137,321
5.34,3880,21.4,137.1,321
5.34,3880,21.4,137.2,321
5.34,3880,21.4,137.2,321
5.34,3880,21.4,137.2,321
5.34,3880,21.4,137.2,321
5.35,3880,21.4,137.2,321
5.35,3880,21.4,137.2,321
5.35,3880,21.4,137.2,321
5.35,3880,21.4,137.3,321
5.35,3880,21.4,137.2,321
5.35,3880,21.4,137.2,321
5.35,3880,21.4,137.2,321
5.35,3880,21.4,137.2,321
5.36,3880,21.4,137.3,321
5.36,3880,21.4,137.3,322
5.36,3880,21.4,137.3,322
5.36,3880,21.4,137.3,322
5.36,3880,21.4,137.3,322
5.36,3880,21.4,137.3,322
5.36,3880,21.4,137.3,322
5.36,3880,21.4,137.3,322
5.36,3880,21.5,137.4,322
5.36,3880,21.5,137.3,322
5.36,3880,21.5,137.3,322
5.37,3880,21.5,137.3,322
5.37,3880,21.5,137.4,322
5.37,3890,21.5,137.5,322
5.37,3890,21.5,137.5,322
5.37,3890,21.5,137.5,322
5.37,3880,21.5,137.4,322
5.37,3880,21.5,137.4,323
5.37,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.38,3890,21.5,137.5,323
5.39,3890,21.5,137.5,323
5.39,3890,21.5,137.6,323
5.39,3890,21.6,137.6,323
5.39,3890,21.6,137.6,324
5.39,3890,21.6,137.6,324
5.39,3890,21.6,137.6,324
5.39,3890,21.6,137.6,324
5.39,3890,21.6,137.6,324
5.39,3890,21.6,137.6,324
5.4,3890,21.6,137.6,324
5.4,3890,21.6,137.6,324
5.4,3890,21.6,137.6,324
5.4,3890,21.6,137.6,324
5.4,3890,21.6,137.7,324
5.4,3890,21.6,137.7,324
5.4,3900,21.6,137.8,324
5.4,3890,21.6,137.7,324
5.4,3890,21.6,137.7,324
5.4,3890,21.6,137.7,324
5.41,3900,21.6,137.8,325
5.41,3900,21.6,137.8,325
5.41,3900,21.6,137.8,325
5.41,3900,21.6,137.8,325
5.41,3900,21.6,137.8,325
5.41,3900,21.6,137.8,325
5.41,3900,21.6,137.8,325
5.41,3900,21.7,137.9,325
5.41,3900,21.7,137.8,325
5.42,3900,21.7,137.8,325
5.42,3900,21.7,137.8,325
5.42,3900,21.7,137.8,325
5.42,3900,21.7,137.9,325
5.42,3900,21.7,137.9,325
5.42,3900,21.7,137.9,325
5.42,3900,21.7,137.9,325
5.42,3900,21.7,137.9,326
5.42,3900,21.7,137.9,326
5.42,3900,21.7,137.9,326
5.43,3900,21.7,137.9,326
5.43,3900,21.7,137.9,326
5.43,3900,21.7,137.9,326
5.43,3900,21.7,137.9,326
5.43,3900,21.7,137.9,326
5.43,3900,21.7,137.9,326
5.43,3900,21.7,138,326
5.43,3900,21.7,138,326
5.43,3900,21.7,138,326
5.44,3900,21.7,138,326
5.44,3900,21.7,138,326
5.44,3900,21.7,138,326
5.44,3900,21.8,138.1,326
5.44,3900,21.8,138.1,327
5.44,3900,21.8,138.1,327
5.44,3900,21.8,138.1,327
5.44,3900,21.8,138.1,327
5.44,3900,21.8,138.1,327
5.44,3900,21.8,138.1,327
5.45,3900,21.8,138.1,327
5.45,3900,21.8,138.1,327
5.45,3900,21.8,138.1,327
5.45,3900,21.8,138.1,327
5.45,3900,21.8,138.1,327
5.45,3910,21.8,138.2,327
5.45,3910,21.8,138.2,327
5.45,3910,21.8,138.2,327
5.45,3910,21.8,138.2,327
5.46,3910,21.8,138.2,327
5.46,3910,21.8,138.2,328
5.46,3910,21.8,138.2,328
5.46,3910,21.8,138.3,328
5.46,3910,21.8,138.3,328
5.46,3910,21.8,138.3,328
5.46,3910,21.8,138.2,328
5.46,3910,21.8,138.3,328
5.46,3910,21.9,138.3,328
5.46,3910,21.9,138.3,328
5.46,3910,21.9,138.3,328
5.47,3910,21.9,138.3,328
5.47,3910,21.9,138.3,328
5.47,3910,21.9,138.3,328
5.47,3910,21.9,138.3,328
5.47,3910,21.9,138.3,328
5.47,3910,21.9,138.4,328
5.47,3910,21.9,138.4,329
5.47,3910,21.9,138.3,329
5.48,3910,21.9,138.3,329
5.48,3910,21.9,138.4,329
5.48,3910,21.9,138.4,329
5.48,3920,21.9,138.5,329
5.48,3910,21.9,138.4,329
5.48,3910,21.9,138.4,329
5.48,3910,21.9,138.4,329
5.48,3920,21.9,138.5,329
5.48,3920,21.9,138.5,329
5.48,3920,21.9,138.5,329
5.48,3920,21.9,138.5,329
5.49,3920,21.9,138.5,329
5.49,3920,21.9,138.5,329
5.49,3920,22,138.5,329
5.49,3920,22,138.6,330
5.49,3920,22,138.6,330
5.49,3920,22,138.6,330
5.49,3920,22,138.5,330
5.49,3920,22,138.5,330
5.49,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.5,3920,22,138.7,330
5.5,3920,22,138.6,330
5.5,3920,22,138.6,330
5.51,3920,22,138.6,331
5.51,3920,22,138.7,331
5.51,3920,22,138.8,331
5.51,3920,22,138.8,331
5.51,3920,22,138.8,331
5.51,3920,22,138.7,331
5.51,3920,22,138.7,331
5.51,3920,22.1,138.8,331
5.51,3920,22.1,138.8,331
5.52,3920,22.1,138.8,331
5.52,3920,22.1,138.8,331
5.52,3920,22.1,138.8,331
5.52,3920,22.1,138.8,331
5.52,3920,22.1,138.8,331
5.52,3920,22.1,138.8,331
5.52,3930,22.1,138.9,331
5.52,3930,22.1,138.9,332
5.52,3920,22.1,138.8,332
5.52,3920,22.1,138.8,332
5.53,3920,22.1,138.8,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,138.9,332
5.53,3930,22.1,139,332
5.54,3930,22.1,139,332
5.54,3930,22.1,138.9,332
5.54,3930,22.1,138.9,332
5.54,3930,22.2,138.9,332
5.54,3930,22.2,139,333
5.54,3930,22.2,139.1,333
5.54,3930,22.2,139,333
5.54,3930,22.2,139,333
5.54,3930,22.2,139,333
5.54,3930,22.2,139,333
5.55,3930,22.2,139.1,333
5.55,3930,22.2,139.1,333
5.55,3930,22.2,139.1,333
5.55,3930,22.2,139.1,333
5.55,3930,22.2,139.1,333
5.55,3930,22.2,139.1,333
5.55,3930,22.2,139.1,333
5.55,3940,22.2,139.2,333
5.55,3940,22.2,139.2,333
5.56,3930,22.2,139.1,333
5.56,3930,22.2,139.1,334
5.56,3930,22.2,139.1,334
5.56,3930,22.2,139.1,334
5.56,3940,22.2,139.2,334
5.56,3940,22.2,139.2,334
5.56,3940,22.2,139.2,334
5.56,3940,22.2,139.2,334
5.56,3940,22.3,139.2,334
5.56,3940,22.3,139.2,334
5.56,3940,22.3,139.2,334
5.57,3940,22.3,139.2,334
5.57,3940,22.3,139.2,334
5.57,3940,22.3,139.2,334
5.57,3940,22.3,139.2,334
5.57,3940,22.3,139.3,334
5.57,3940,22.3,139.3,334
5.57,3940,22.3,139.3,335
5.57,3940,22.3,139.3,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.4,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.3,335
5.58,3940,22.3,139.4,335
5.58,3940,22.3,139.4,335
5.58,3940,22.3,139.4,335
5.59,3940,22.3,139.4,335
5.59,3940,22.3,139.4,335
5.59,3940,22.4,139.4,335
5.59,3940,22.4,139.4,336
5.59,3940,22.4,139.5,336
5.59,3940,22.4,139.5,336
5.59,3940,22.4,139.5,336
5.59,3940,22.4,139.5,336
5.59,3940,22.4,139.5,336
5.6,3940,22.4,139.5,336
5.6,3940,22.4,139.5,336
5.6,3950,22.4,139.6,336
5.6,3940,22.4,139.5,336
5.6,3940,22.4,139.5,336
5.6,3940,22.4,139.5,336
5.6,3940,22.4,139.5,336
5.6,3950,22.4,139.6,336
5.6,3950,22.4,139.6,336
5.6,3950,22.4,139.6,336
5.61,3950,22.4,139.6,337
5.61,3950,22.4,139.6,337
5.61,3950,22.4,139.6,337
5.61,3950,22.4,139.6,337
5.61,3950,22.4,139.7,337
5.61,3950,22.4,139.6,337
5.61,3950,22.4,139.6,337
5.61,3950,22.5,139.6,337
5.61,3950,22.5,139.6,337
5.62,3950,22.5,139.7,337
5.62,3950,22.5,139.8,337
5.62,3950,22.5,139.7,337
5.62,3950,22.5,139.7,337
5.62,3950,22.5,139.7,337
5.62,3950,22.5,139.7,337
5.62,3950,22.5,139.8,337
5.62,3950,22.5,139.8,338
5.62,3950,22.5,139.8,338
5.62,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3950,22.5,139.8,338
5.63,3960,22.5,139.9,338
5.64,3960,22.5,139.9,338
5.64,3960,22.5,139.9,338
5.64,3960,22.5,139.9,338
5.64,3960,22.6,139.9,338
5.64,3960,22.6,139.9,339
5.64,3960,22.6,139.9,339
5.64,3960,22.6,140,339
5.64,3960,22.6,139.9,339
5.64,3960,22.6,139.9,339
5.64,3960,22.6,139.9,339
5.64,3960,22.6,139.9,339
5.65,3960,22.6,140,339
5.65,3960,22.6,140,339
5.65,3960,22.6,140,339
5.65,3960,22.6,139.9,339
5.65,3960,22.6,140,339
5.65,3960,22.6,140,339
5.65,3960,22.6,140.1,339
5.65,3960,22.6,140.1,339
5.66,3960,22.6,140.1,339
5.66,3960,22.6,140.1,340
5.66,3960,22.6,140.1,340
5.66,3960,22.6,140.1,340
5.66,3960,22.6,140.1,340
5.66,3960,22.6,140.2,340
5.66,3960,22.6,140.2,340
5.66,3960,22.6,140.2,340
5.66,3960,22.7,140.1,340
5.66,3960,22.7,140.1,340
5.66,3960,22.7,140.2,340
5.67,3960,22.7,140.2,340
5.67,3960,22.7,140.2,340
5.67,3960,22.7,140.2,340
5.67,3960,22.7,140.2,340
5.67,3960,22.7,140.2,340
5.67,3960,22.7,140.2,340
5.67,3960,22.7,140.2,341
5.67,3970,22.7,140.3,341
5.68,3960,22.7,140.2,341
5.68,3960,22.7,140.2,341
5.68,3960,22.7,140.2,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.3,341
5.68,3970,22.7,140.4,341
5.69,3970,22.7,140.4,341
5.69,3970,22.7,140.4,341
5.69,3970,22.8,140.3,341
5.69,3970,22.8,140.4,342
5.69,3970,22.8,140.4,342
5.69,3970,22.8,140.4,342
5.69,3970,22.8,140.4,342
5.69,3970,22.8,140.4,342
5.69,3970,22.8,140.4,342
5.7,3970,22.8,140.4,342
5.7,3970,22.8,140.4,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.7,3970,22.8,140.5,342
5.71,3970,22.8,140.5,343
5.71,3970,22.8,140.5,343
5.71,3970,22.8,140.5,343
5.71,3970,22.8,140.5,343
5.71,3980,22.8,140.6,343
5.71,3980,22.8,140.6,343
5.71,3980,22.8,140.6,343
5.71,3980,22.9,140.6,343
5.71,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.6,343
5.72,3980,22.9,140.7,344
5.72,3980,22.9,140.7,344
5.72,3980,22.9,140.7,344
5.73,3980,22.9,140.7,344
5.73,3980,22.9,140.7,344
5.73,3980,22.9,140.7,344
5.73,3980,22.9,140.8,344
5.73,3980,22.9,140.8,344
5.73,3980,22.9,140.8,344
5.73,3980,22.9,140.8,344
5.73,3980,22.9,140.8,344
5.73,3980,22.9,140.8,344
5.74,3980,22.9,140.8,344
5.74,3980,22.9,140.8,344
5.74,3980,22.9,140.8,344
5.74,3980,23,140.8,344
5.74,3980,23,140.8,345
5.74,3980,23,140.8,345
5.74,3980,23,140.8,345
5.74,3980,23,140.9,345
5.74,3980,23,140.9,345
5.74,3980,23,140.9,345
5.74,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.75,3980,23,140.9,345
5.76,3990,23,141,345
5.76,3990,23,141,346
5.76,3990,23,141,346
5.76,3980,23,140.9,346
5.76,3980,23,140.9,346
5.76,3990,23,141,346
5.76,3990,23,141.1,346
5.76,3990,23,141.1,346
5.76,3990,23.1,141.1,346
5.76,3990,23.1,141.1,346
5.76,3990,23.1,141,346
5.77,3990,23.1,141.1,346
5.77,3990,23.1,141.1,346
5.77,3990,23.1,141.2,346
5.77,3990,23.1,141.1,346
5.77,3990,23.1,141.1,346
5.77,3990,23.1,141.1,346
5.77,3990,23.1,141.1,347
5.77,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.1,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.78,3990,23.1,141.2,347
5.79,3990,23.1,141.2,347
5.79,4000,23.1,141.3,347
5.79,4000,23.2,141.3,347
5.79,3990,23.2,141.2,348
5.79,3990,23.2,141.2,348
5.79,3990,23.2,141.2,348
5.79,4000,23.2,141.3,348
5.79,4000,23.2,141.4,348
5.79,4000,23.2,141.4,348
5.8,4000,23.2,141.3,348
5.8,4000,23.2,141.3,348
5.8,4000,23.2,141.3,348
5.8,4000,23.2,141.4,348
5.8,4000,23.2,141.4,348
5.8,4000,23.2,141.4,348
5.8,4000,23.2,141.4,348
5.8,4000,23.2,141.4,348
5.8,4000,23.2,141.4,348
5.8,4000,23.2,141.4,348
5.81,4000,23.2,141.5,349
5.81,4000,23.2,141.5,349
5.81,4000,23.2,141.4,349
5.81,4000,23.2,141.4,349
5.81,4000,23.2,141.4,349
5.81,4000,23.2,141.5,349
5.81,4000,23.2,141.5,349
5.81,4000,23.3,141.5,349
5.81,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,349
5.82,4000,23.3,141.5,350
5.82,4000,23.3,141.5,350
5.82,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.5,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.83,4000,23.3,141.6,350
5.84,4000,23.3,141.6,350
5.84,4000,23.3,141.6,350
5.84,4010,23.3,141.7,350
5.84,4010,23.4,141.7,350
5.84,4010,23.4,141.7,351
5.84,4010,23.4,141.7,351
5.84,4010,23.4,141.7,351
5.84,4010,23.4,141.7,351
5.84,4010,23.4,141.8,351
5.84,4010,23.4,141.8,351
5.84,4010,23.4,141.8,351
5.85,4010,23.4,141.8,351
5.85,4010,23.4,141.7,351
5.85,4010,23.4,141.8,351
5.85,4010,23.4,141.8,351
5.85,4010,23.4,141.8,351
5.85,4010,23.4,141.8,351
5.85,4010,23.4,141.8,351
5.85,4010,23.4,141.8,351
5.86,4010,23.4,141.8,351
5.86,4010,23.4,141.8,352
5.86,4010,23.4,141.9,352
5.86,4010,23.4,141.9,352
5.86,4010,23.4,141.9,352
5.86,4010,23.4,141.8,352
5.86,4010,23.4,141.9,352
5.86,4010,23.4,141.9,352
5.86,4010,23.5,141.9,352
5.86,4010,23.5,141.9,352
5.86,4010,23.5,141.9,352
5.87,4010,23.5,141.9,352
5.87,4010,23.5,141.9,352
5.87,4010,23.5,141.9,352
5.87,4020,23.5,142,352
5.87,4020,23.5,142,352
5.87,4020,23.5,142,352
5.87,4010,23.5,141.9,353
5.87,4020,23.5,142,353
5.88,4020,23.5,142,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.88,4020,23.5,142.1,353
5.89,4020,23.5,142.1,353
5.89,4020,23.5,142.1,353
5.89,4020,23.6,142.2,353
5.89,4020,23.6,142.2,354
5.89,4020,23.6,142.1,354
5.89,4020,23.6,142.1,354
5.89,4020,23.6,142.1,354
5.89,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.3,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.9,4020,23.6,142.2,354
5.91,4020,23.6,142.2,355
5.91,4020,23.6,142.3,355
5.91,4020,23.6,142.4,355
5.91,4020,23.6,142.4,355
5.91,4020,23.6,142.3,355
5.91,4020,23.6,142.3,355
5.91,4020,23.6,142.3,355
5.91,4020,23.7,142.4,355
5.91,4020,23.7,142.4,355
5.92,4020,23.7,142.4,355
5.92,4020,23.7,142.4,355
5.92,4020,23.7,142.4,355
5.92,4020,23.7,142.4,355
5.92,4030,23.7,142.4,355
5.92,4030,23.7,142.4,355
5.92,4030,23.7,142.4,355
5.92,4030,23.7,142.4,356
5.92,4020,23.7,142.4,356
5.92,4030,23.7,142.4,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.4,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.5,356
5.93,4030,23.7,142.5,356
5.94,4030,23.7,142.5,356
5.94,4030,23.7,142.5,356
5.94,4030,23.7,142.5,356
5.94,4030,23.8,142.6,356
5.94,4030,23.8,142.6,357
5.94,4030,23.8,142.6,357
5.94,4030,23.8,142.6,357
5.94,4030,23.8,142.5,357
5.94,4030,23.8,142.6,357
5.94,4030,23.8,142.6,357
5.95,4030,23.8,142.6,357
5.95,4030,23.8,142.6,357
5.95,4030,23.8,142.6,357
5.95,4030,23.8,142.6,357
5.95,4030,23.8,142.6,357
5.95,4030,23.8,142.6,357
5.95,4040,23.8,142.7,357
5.95,4040,23.8,142.7,357
5.95,4040,23.8,142.7,357
5.96,4030,23.8,142.6,357
5.96,4030,23.8,142.6,358
5.96,4040,23.8,142.7,358
5.96,4040,23.8,142.7,358
5.96,4040,23.8,142.7,358
5.96,4040,23.8,142.7,358
5.96,4040,23.8,142.7,358
5.96,4040,23.8,142.8,358
5.96,4040,23.9,142.8,358
5.96,4040,23.9,142.8,358
5.96,4040,23.9,142.8,358
5.97,4040,23.9,142.8,358
5.97,4040,23.9,142.8,358
5.97,4040,23.9,142.8,358
5.97,4040,23.9,142.8,358
5.97,4040,23.9,142.9,358
