Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
5.72,9680,22.9,493,344
5.72,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.73,9680,22.9,493,344
5.74,9680,22.9,493,344
5.74,9680,22.9,493,344
5.74,9680,22.9,493,344
5.74,9680,23,493,344
5.74,9680,23,493,345
5.74,9680,23,493,345
5.74,9680,23,493,345
5.74,9680,23,493,345
5.74,9680,23,493,345
5.74,9680,23,493,345
5.74,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.75,9680,23,493,345
5.76,9690,23,493,345
5.76,9690,23,493,346
5.76,9690,23,493,346
5.76,9690,23,493,346
5.76,9690,23,493,346
5.76,9690,23,493,346
5.76,9690,23,493,346
5.76,9690,23,494,346
5.76,9690,23.1,493,346
5.76,9690,23.1,493,346
5.76,9690,23.1,493,346
5.77,9690,23.1,493,346
5.77,9690,23.1,494,346
5.77,9690,23.1,494,346
5.77,9690,23.1,494,346
5.77,9690,23.1,494,346
5.77,9690,23.1,494,346
5.77,9690,23.1,494,347
5.77,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.78,9690,23.1,494,347
5.79,9700,23.1,494,347
5.79,9700,23.1,494,347
5.79,9700,23.2,494,347
5.79,9700,23.2,494,348
5.79,9700,23.2,494,348
5.79,9690,23.2,494,348
5.79,9700,23.2,494,348
5.79,9700,23.2,494,348
5.79,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.8,9700,23.2,494,348
5.81,9700,23.2,494,349
5.81,9700,23.2,494,349
5.81,9700,23.2,494,349
5.81,9700,23.2,494,349
5.81,9700,23.2,494,349
5.81,9700,23.2,494,349
5.81,9700,23.2,494,349
5.81,9700,23.3,494,349
5.81,9700,23.3,494,349
5.82,9700,23.3,494,349
5.82,9700,23.3,494,349
5.82,9700,23.3,494,349
5.82,9700,23.3,494,349
5.82,9710,23.3,494,349
5.82,9710,23.3,494,349
5.82,9700,23.3,494,349
5.82,9700,23.3,494,350
5.82,9700,23.3,494,350
5.82,9710,23.3,494,350
5.83,9710,23.3,494,350
5.83,9710,23.3,494,350
5.83,9710,23.3,494,350
5.83,9710,23.3,494,350
5.83,9710,23.3,494,350
5.83,9710,23.3,494,350
5.83,9710,23.3,495,350
5.83,9710,23.3,495,350
5.83,9710,23.3,494,350
5.84,9710,23.3,494,350
5.84,9710,23.3,494,350
5.84,9710,23.3,495,350
5.84,9710,23.4,495,350
5.84,9710,23.4,495,351
5.84,9710,23.4,495,351
5.84,9710,23.4,495,351
5.84,9710,23.4,495,351
5.84,9710,23.4,495,351
5.84,9720,23.4,495,351
5.84,9720,23.4,495,351
5.85,9710,23.4,495,351
5.85,9710,23.4,495,351
5.85,9710,23.4,495,351
5.85,9710,23.4,495,351
5.85,9720,23.4,495,351
5.85,9720,23.4,495,351
5.85,9720,23.4,495,351
5.85,9720,23.4,495,351
5.86,9720,23.4,495,351
5.86,9720,23.4,495,352
5.86,9720,23.4,495,352
5.86,9720,23.4,495,352
5.86,9720,23.4,495,352
5.86,9720,23.4,495,352
5.86,9720,23.4,495,352
5.86,9720,23.4,495,352
5.86,9720,23.5,495,352
5.86,9720,23.5,495,352
5.86,9720,23.5,495,352
5.87,9720,23.5,495,352
5.87,9720,23.5,495,352
5.87,9720,23.5,495,352
5.87,9720,23.5,495,352
5.87,9720,23.5,495,352
5.87,9720,23.5,495,352
5.87,9720,23.5,495,353
5.87,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.88,9720,23.5,495,353
5.89,9720,23.5,495,353
5.89,9720,23.5,495,353
5.89,9730,23.6,495,353
5.89,9730,23.6,495,354
5.89,9730,23.6,495,354
5.89,9720,23.6,495,354
5.89,9720,23.6,495,354
5.89,9730,23.6,495,354
5.89,9730,23.6,495,354
5.9,9730,23.6,495,354
5.9,9730,23.6,496,354
5.9,9730,23.6,495,354
5.9,9730,23.6,495,354
5.9,9730,23.6,495,354
5.9,9730,23.6,496,354
5.9,9730,23.6,496,354
5.9,9730,23.6,496,354
5.9,9730,23.6,496,354
5.9,9730,23.6,496,354
5.91,9730,23.6,496,355
5.91,9730,23.6,496,355
5.91,9730,23.6,496,355
5.91,9730,23.6,496,355
5.91,9730,23.6,496,355
5.91,9730,23.6,496,355
5.91,9730,23.6,496,355
5.91,9730,23.7,496,355
5.91,9740,23.7,496,355
5.92,9740,23.7,496,355
5.92,9740,23.7,496,355
5.92,9730,23.7,496,355
5.92,9730,23.7,496,355
5.92,9740,23.7,496,355
5.92,9740,23.7,496,355
5.92,9740,23.7,496,355
5.92,9740,23.7,496,356
5.92,9740,23.7,496,356
5.92,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.93,9740,23.7,496,356
5.94,9740,23.7,496,356
5.94,9740,23.7,496,356
5.94,9740,23.7,496,356
5.94,9740,23.8,496,356
5.94,9740,23.8,496,357
5.94,9740,23.8,496,357
5.94,9740,23.8,496,357
5.94,9740,23.8,496,357
5.94,9740,23.8,496,357
5.94,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.95,9740,23.8,496,357
5.96,9740,23.8,496,357
5.96,9740,23.8,496,358
5.96,9740,23.8,496,358
5.96,9750,23.8,496,358
5.96,9750,23.8,496,358
5.96,9750,23.8,496,358
5.96,9740,23.8,496,358
5.96,9740,23.8,496,358
5.96,9740,23.9,496,358
5.96,9750,23.9,496,358
5.96,9750,23.9,496,358
5.97,9750,23.9,496,358
5.97,9750,23.9,496,358
5.97,9750,23.9,496,358
5.97,9750,23.9,496,358
5.97,9750,23.9,497,358
5.97,9750,23.9,497,358
5.97,9750,23.9,497,359
5.97,9750,23.9,497,359
5.97,9750,23.9,496,359
5.98,9750,23.9,496,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.98,9750,23.9,497,359
5.99,9750,23.9,497,359
5.99,9750,23.9,497,359
5.99,9750,24,497,359
5.99,9750,24,497,360
5.99,9760,24,497,360
5.99,9760,24,497,360
5.99,9760,24,497,360
5.99,9750,24,497,360
5.99,9750,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6,9760,24,497,360
6.01,9760,24,497,361
6.01,9760,24,497,361
6.01,9760,24,497,361
6.01,9760,24,497,361
6.01,9760,24,497,361
6.01,9760,24,497,361
6.01,9760,24,497,361
6.01,9760,24.1,497,361
6.01,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,361
6.02,9760,24.1,497,362
6.02,9760,24.1,497,362
6.02,9760,24.1,497,362
6.03,9760,24.1,497,362
6.03,9760,24.1,497,362
6.03,9760,24.1,497,362
6.03,9770,24.1,497,362
6.03,9770,24.1,497,362
6.03,9760,24.1,497,362
6.03,9760,24.1,497,362
6.03,9760,24.1,497,362
6.03,9770,24.1,497,362
6.04,9770,24.1,497,362
6.04,9770,24.1,497,362
6.04,9770,24.1,497,362
6.04,9770,24.2,497,362
6.04,9770,24.2,497,363
6.04,9770,24.2,498,363
6.04,9770,24.2,498,363
6.04,9770,24.2,498,363
6.04,9770,24.2,497,363
6.04,9770,24.2,497,363
6.05,9770,24.2,497,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.05,9770,24.2,498,363
6.06,9770,24.2,498,363
6.06,9770,24.2,498,364
6.06,9770,24.2,498,364
6.06,9770,24.2,498,364
6.06,9770,24.2,498,364
6.06,9780,24.2,498,364
6.06,9780,24.2,498,364
6.06,9770,24.2,498,364
6.06,9770,24.3,498,364
6.06,9770,24.3,498,364
6.06,9780,24.3,498,364
6.07,9780,24.3,498,364
6.07,9780,24.3,498,364
6.07,9780,24.3,498,364
6.07,9780,24.3,498,364
6.07,9780,24.3,498,364
6.07,9780,24.3,498,364
6.07,9780,24.3,498,365
6.07,9780,24.3,498,365
6.07,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.08,9780,24.3,498,365
6.09,9780,24.3,498,365
6.09,9780,24.3,498,365
6.09,9780,24.4,498,365
6.09,9780,24.4,498,366
6.09,9780,24.4,498,366
6.09,9780,24.4,498,366
6.09,9780,24.4,498,366
6.09,9780,24.4,498,366
6.09,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9780,24.4,498,366
6.1,9790,24.4,498,366
6.11,9790,24.4,498,367
6.11,9780,24.4,498,367
6.11,9780,24.4,498,367
6.11,9790,24.4,498,367
6.11,9790,24.4,498,367
6.11,9790,24.4,499,367
6.11,9790,24.4,499,367
6.11,9790,24.5,498,367
6.11,9790,24.5,498,367
6.12,9790,24.5,498,367
6.12,9790,24.5,499,367
6.12,9790,24.5,499,367
6.12,9790,24.5,499,367
6.12,9790,24.5,499,367
6.12,9790,24.5,498,367
6.12,9790,24.5,498,367
6.12,9790,24.5,499,368
6.12,9790,24.5,499,368
6.12,9790,24.5,499,368
6.12,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.13,9790,24.5,499,368
6.14,9790,24.5,499,368
6.14,9800,24.5,499,368
6.14,9800,24.5,499,368
6.14,9790,24.6,499,368
6.14,9790,24.6,499,369
6.14,9790,24.6,499,369
6.14,9790,24.6,499,369
6.14,9800,24.6,499,369
6.14,9800,24.6,499,369
6.14,9800,24.6,499,369
6.14,9790,24.6,499,369
6.15,9790,24.6,499,369
6.15,9800,24.6,499,369
6.15,9800,24.6,499,369
6.15,9800,24.6,499,369
6.15,9800,24.6,499,369
6.15,9800,24.6,499,369
6.15,9800,24.6,499,369
6.15,9800,24.6,499,369
6.16,9800,24.6,499,369
6.16,9800,24.6,499,370
6.16,9800,24.6,499,370
6.16,9800,24.6,499,370
6.16,9800,24.6,499,370
6.16,9800,24.6,499,370
6.16,9800,24.6,499,370
6.16,9800,24.6,499,370
6.16,9800,24.7,499,370
6.16,9800,24.7,499,370
6.16,9800,24.7,499,370
6.17,9800,24.7,499,370
6.17,9800,24.7,499,370
6.17,9800,24.7,499,370
6.17,9800,24.7,499,370
6.17,9800,24.7,499,370
6.17,9800,24.7,499,370
6.17,9800,24.7,499,371
6.17,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.18,9800,24.7,499,371
6.19,9810,24.7,499,371
6.19,9810,24.7,499,371
6.19,9810,24.8,499,371
6.19,9800,24.8,499,372
6.19,9800,24.8,499,372
6.19,9810,24.8,499,372
6.19,9810,24.8,499,372
6.19,9810,24.8,500,372
6.19,9810,24.8,500,372
6.2,9810,24.8,499,372
6.2,9810,24.8,499,372
6.2,9810,24.8,499,372
6.2,9810,24.8,500,372
6.2,9810,24.8,500,372
6.2,9810,24.8,500,372
6.2,9810,24.8,500,372
6.2,9810,24.8,500,372
6.2,9810,24.8,500,372
6.2,9810,24.8,500,372
6.21,9810,24.8,500,373
6.21,9810,24.8,500,373
6.21,9810,24.8,500,373
6.21,9810,24.8,500,373
6.21,9810,24.8,500,373
6.21,9810,24.8,500,373
6.21,9810,24.8,500,373
6.21,9810,24.9,500,373
6.21,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,373
6.22,9810,24.9,500,374
6.22,9820,24.9,500,374
6.22,9820,24.9,500,374
6.23,9820,24.9,500,374
6.23,9820,24.9,500,374
6.23,9810,24.9,500,374
6.23,9810,24.9,500,374
6.23,9820,24.9,500,374
6.23,9820,24.9,500,374
6.23,9820,24.9,500,374
6.23,9820,24.9,500,374
6.23,9820,24.9,500,374
6.24,9820,24.9,500,374
6.24,9820,24.9,500,374
6.24,9820,24.9,500,374
6.24,9820,25,500,374
6.24,9820,25,500,375
6.24,9820,25,500,375
6.24,9820,25,500,375
6.24,9820,25,500,375
6.24,9820,25,500,375
6.24,9820,25,500,375
6.24,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.25,9820,25,500,375
6.26,9820,25,500,375
6.26,9820,25,500,376
6.26,9820,25,500,376
6.26,9820,25,500,376
6.26,9820,25,500,376
6.26,9820,25,500,376
6.26,9820,25,500,376
6.26,9820,25,500,376
6.26,9820,25.1,500,376
6.26,9830,25.1,500,376
6.26,9820,25.1,500,376
6.27,9820,25.1,500,376
6.27,9820,25.1,500,376
6.27,9830,25.1,500,376
6.27,9830,25.1,500,376
6.27,9830,25.1,500,376
6.27,9830,25.1,500,376
6.27,9820,25.1,500,377
6.27,9820,25.1,500,377
6.28,9830,25.1,500,377
6.28,9830,25.1,500,377
6.28,9830,25.1,500,377
6.28,9820,25.1,500,377
6.28,9820,25.1,500,377
6.28,9830,25.1,500,377
6.28,9830,25.1,501,377
6.28,9830,25.1,501,377
6.28,9830,25.1,501,377
6.28,9830,25.1,501,377
6.28,9830,25.1,500,377
6.29,9830,25.1,500,377
6.29,9830,25.1,501,377
6.29,9830,25.2,501,377
6.29,9830,25.2,501,378
6.29,9830,25.2,501,378
6.29,9830,25.2,501,378
6.29,9830,25.2,501,378
6.29,9830,25.2,501,378
6.29,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.3,9830,25.2,501,378
6.31,9830,25.2,501,379
6.31,9840,25.2,501,379
6.31,9840,25.2,501,379
6.31,9840,25.2,501,379
6.31,9830,25.2,501,379
6.31,9830,25.2,501,379
6.31,9840,25.2,501,379
6.31,9840,25.3,501,379
6.31,9840,25.3,501,379
6.32,9840,25.3,501,379
6.32,9830,25.3,501,379
6.32,9840,25.3,501,379
6.32,9840,25.3,501,379
6.32,9840,25.3,501,379
6.32,9840,25.3,501,379
6.32,9840,25.3,501,379
6.32,9840,25.3,501,380
6.32,9840,25.3,501,380
6.32,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.33,9840,25.3,501,380
6.34,9840,25.3,501,380
6.34,9840,25.3,501,380
6.34,9840,25.3,501,380
6.34,9840,25.4,501,380
6.34,9840,25.4,501,381
6.34,9840,25.4,501,381
6.34,9840,25.4,501,381
6.34,9840,25.4,501,381
6.34,9840,25.4,501,381
6.34,9840,25.4,501,381
6.34,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.35,9840,25.4,501,381
6.36,9840,25.4,501,381
6.36,9840,25.4,501,382
6.36,9840,25.4,501,382
6.36,9850,25.4,501,382
6.36,9850,25.4,501,382
6.36,9840,25.4,501,382
6.36,9840,25.4,501,382
6.36,9840,25.4,501,382
6.36,9850,25.5,501,382
6.36,9850,25.5,502,382
6.36,9850,25.5,502,382
6.37,9850,25.5,501,382
6.37,9850,25.5,501,382
6.37,9850,25.5,501,382
6.37,9850,25.5,502,382
6.37,9850,25.5,502,382
6.37,9850,25.5,502,382
6.37,9850,25.5,502,383
6.37,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.38,9850,25.5,502,383
6.39,9850,25.5,502,383
6.39,9850,25.5,502,383
6.39,9850,25.6,502,383
6.39,9850,25.6,502,384
6.39,9850,25.6,502,384
6.39,9850,25.6,502,384
6.39,9850,25.6,502,384
6.39,9850,25.6,502,384
6.39,9850,25.6,502,384
6.4,9860,25.6,502,384
6.4,9860,25.6,502,384
6.4,9860,25.6,502,384
6.4,9850,25.6,502,384
6.4,9850,25.6,502,384
6.4,9860,25.6,502,384
6.4,9860,25.6,502,384
6.4,9860,25.6,502,384
6.4,9860,25.6,502,384
6.4,9860,25.6,502,384
6.41,9860,25.6,502,385
6.41,9860,25.6,502,385
6.41,9860,25.6,502,385
6.41,9860,25.6,502,385
6.41,9860,25.6,502,385
6.41,9860,25.6,502,385
6.41,9860,25.6,502,385
6.41,9860,25.7,502,385
6.41,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,385
6.42,9860,25.7,502,386
6.42,9860,25.7,502,386
6.42,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.43,9860,25.7,502,386
6.44,9860,25.7,502,386
6.44,9860,25.7,502,386
6.44,9860,25.7,502,386
6.44,9860,25.8,502,386
6.44,9860,25.8,502,387
6.44,9860,25.8,502,387
6.44,9860,25.8,502,387
6.44,9860,25.8,502,387
6.44,9860,25.8,502,387
6.44,9860,25.8,502,387
6.45,9860,25.8,502,387
6.45,9870,25.8,503,387
6.45,9870,25.8,503,387
6.45,9860,25.8,502,387
6.45,9860,25.8,502,387
6.45,9860,25.8,502,387
6.45,9870,25.8,503,387
6.45,9870,25.8,503,387
6.45,9870,25.8,503,387
6.46,9870,25.8,503,387
6.46,9870,25.8,503,388
6.46,9870,25.8,503,388
6.46,9870,25.8,503,388
6.46,9870,25.8,503,388
6.46,9870,25.8,503,388
6.46,9870,25.8,503,388
6.46,9870,25.8,503,388
6.46,9870,25.9,503,388
6.46,9870,25.9,503,388
6.46,9870,25.9,503,388
6.47,9870,25.9,503,388
6.47,9870,25.9,503,388
6.47,9870,25.9,503,388
6.47,9870,25.9,503,388
6.47,9870,25.9,503,388
6.47,9870,25.9,503,388
6.47,9870,25.9,503,389
6.47,9870,25.9,503,389
6.47,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9880,25.9,503,389
6.48,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9870,25.9,503,389
6.48,9880,25.9,503,389
6.49,9880,25.9,503,389
6.49,9880,25.9,503,389
6.49,9870,26,503,389
6.49,9870,26,503,390
6.49,9880,26,503,390
6.49,9880,26,503,390
6.49,9880,26,503,390
6.49,9880,26,503,390
6.49,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.5,9880,26,503,390
6.51,9880,26,503,391
6.51,9880,26,503,391
6.51,9880,26,503,391
6.51,9880,26,503,391
6.51,9880,26,503,391
6.51,9880,26,503,391
6.51,9880,26,503,391
6.51,9880,26.1,503,391
6.51,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,391
6.52,9880,26.1,503,392
6.52,9880,26.1,503,392
6.52,9880,26.1,503,392
6.52,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.53,9880,26.1,503,392
6.54,9880,26.1,503,392
6.54,9880,26.1,503,392
6.54,9880,26.1,503,392
6.54,9880,26.2,503,392
6.54,9880,26.2,503,393
6.54,9880,26.2,503,393
6.54,9880,26.2,503,393
6.54,9890,26.2,504,393
6.54,9890,26.2,504,393
6.54,9890,26.2,504,393
6.54,9880,26.2,503,393
6.55,9880,26.2,503,393
6.55,9890,26.2,504,393
6.55,9890,26.2,504,393
6.55,9890,26.2,504,393
6.55,9890,26.2,504,393
6.55,9880,26.2,503,393
6.55,9880,26.2,503,393
6.55,9890,26.2,504,393
6.56,9890,26.2,504,393
6.56,9890,26.2,504,394
6.56,9890,26.2,504,394
6.56,9890,26.2,504,394
6.56,9890,26.2,504,394
6.56,9890,26.2,504,394
6.56,9890,26.2,504,394
6.56,9890,26.2,504,394
6.56,9890,26.3,504,394
6.56,9890,26.3,504,394
6.56,9890,26.3,504,394
6.57,9890,26.3,504,394
6.57,9890,26.3,504,394
6.57,9890,26.3,504,394
6.57,9890,26.3,504,394
6.57,9890,26.3,504,394
6.57,9890,26.3,504,394
6.57,9890,26.3,504,395
6.57,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9900,26.3,504,395
6.58,9900,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.58,9890,26.3,504,395
6.59,9900,26.3,504,395
6.59,9900,26.3,504,395
6.59,9900,26.4,504,395
6.59,9900,26.4,504,396
6.59,9890,26.4,504,396
6.59,9890,26.4,504,396
6.59,9900,26.4,504,396
6.59,9900,26.4,504,396
6.59,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.6,9900,26.4,504,396
6.61,9900,26.4,504,397
6.61,9900,26.4,504,397
6.61,9900,26.4,504,397
6.61,9900,26.4,504,397
6.61,9900,26.4,504,397
6.61,9900,26.4,504,397
6.61,9900,26.4,504,397
6.61,9900,26.5,504,397
6.61,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,397
6.62,9900,26.5,504,398
6.62,9900,26.5,504,398
6.62,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.63,9900,26.5,504,398
6.64,9900,26.5,504,398
6.64,9900,26.5,504,398
6.64,9900,26.5,504,398
6.64,9910,26.6,505,398
6.64,9900,26.6,504,399
6.64,9900,26.6,504,399
6.64,9900,26.6,504,399
6.64,9900,26.6,504,399
6.64,9910,26.6,505,399
6.64,9910,26.6,505,399
6.64,9910,26.6,505,399
6.65,9900,26.6,504,399
6.65,9900,26.6,504,399
6.65,9900,26.6,504,399
6.65,9910,26.6,505,399
6.65,9910,26.6,505,399
6.65,9910,26.6,505,399
6.65,9910,26.6,505,399
6.65,9900,26.6,504,399
6.66,9900,26.6,504,399
6.66,9910,26.6,505,400
6.66,9910,26.6,505,400
6.66,9910,26.6,505,400
6.66,9910,26.6,505,400
6.66,9910,26.6,505,400
6.66,9910,26.6,505,400
6.66,9910,26.6,505,400
6.66,9910,26.7,505,400
6.66,9910,26.7,505,400
6.66,9910,26.7,505,400
6.67,9910,26.7,505,400
6.67,9910,26.7,505,400
6.67,9910,26.7,505,400
6.67,9910,26.7,505,400
6.67,9910,26.7,505,400
6.67,9910,26.7,505,400
6.67,9910,26.7,505,401
6.67,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.68,9910,26.7,505,401
6.69,9910,26.7,505,401
6.69,9910,26.7,505,401
6.69,9910,26.8,505,401
6.69,9910,26.8,505,402
6.69,9910,26.8,505,402
6.69,9910,26.8,505,402
6.69,9910,26.8,505,402
6.69,9910,26.8,505,402
6.69,9920,26.8,505,402
6.7,9920,26.8,505,402
6.7,9920,26.8,505,402
6.7,9910,26.8,505,402
6.7,9910,26.8,505,402
6.7,9920,26.8,505,402
6.7,9920,26.8,505,402
6.7,9920,26.8,505,402
6.7,9920,26.8,505,402
6.7,9920,26.8,505,402
6.7,9920,26.8,505,402
6.71,9920,26.8,505,403
6.71,9920,26.8,505,403
6.71,9920,26.8,505,403
